768.0,50.0,137.5,112.0
768.0,50.0,140.5,113.0
768.0,50.0,138.0,110.0
768.0,50.0,138.0,112.0
768.0,50.0,135.0,109.0
768.0,50.0,141.0,112.0
768.0,50.0,138.5,110.0
768.0,50.0,140.5,110.0
768.0,814.0,141.5,119.0
768.0,814.0,138.0,119.5
768.0,814.0,139.0,120.5
768.0,814.0,139.0,119.0
768.0,814.0,142.5,104.0
1486.0,432.0,146.0,115.0
1486.0,432.0,144.5,116.5
1486.0,432.0,145.5,116.5
1486.0,432.0,146.0,118.5
1486.0,432.0,145.5,115.5
50.0,432.0,132.0,114.0
50.0,432.0,131.5,116.0
50.0,432.0,134.0,118.5
50.0,432.0,129.0,114.5
1486.0,50.0,144.0,115.5
1486.0,50.0,149.5,111.0
1486.0,50.0,142.5,115.5
1486.0,50.0,141.5,114.5
1486.0,50.0,144.0,112.5
1486.0,50.0,143.5,115.5
50.0,50.0,126.0,109.0
50.0,50.0,124.0,108.0
50.0,50.0,131.5,114.0
50.0,50.0,129.0,110.5
1486.0,814.0,143.0,119.5
1486.0,814.0,142.5,117.5
1486.0,814.0,140.5,120.0
768.0,432.0,136.0,117.0
768.0,432.0,134.0,115.0
